index,budget,genres,id,popularity,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
2116,20000000,Family Animation Adventure,14873,19.819893,2/7/2003,135680000,72,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Jungle Book 2,5.6,269
2117,20000000,Thriller Horror Drama Mystery,8968,11.62423,2/4/2005,67192859,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Boogeyman,4.6,191
2118,20000000,Thriller Drama Mystery,9963,22.049787,2/8/2007,84146832,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Premonition,5.8,381
2119,30000000,Animation Family,15655,9.829859,2/11/2000,45554533,77,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Tigger Movie,6.3,143
2120,20000000,Horror Thriller Mystery,21208,29.295801,7/24/2009,41596251,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""et"", ""name"": ""Eesti""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Orphan,6.7,1261
2121,20000000,Adventure Drama Family,272878,14.136476,6/26/2015,43967255,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Max,6.8,276
2122,20000000,Action Adventure Comedy,9760,6.064638,1/25/2007,86865564,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Epic Movie,3.2,326
2123,20000000,Drama Thriller History,314365,41.503588,11/6/2015,88346473,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spotlight,7.8,2686
2124,20000000,Drama Crime Thriller,13279,20.495749,9/19/2008,27640028,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lakeview Terrace,5.9,292
2125,20000000,Horror Thriller,1975,13.906944,10/13/2006,39143839,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Grudge 2,5.2,283
2126,20000000,Comedy Drama Romance,33644,2.003047,8/14/1998,37672350,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",How Stella Got Her Groove Back,6,24
2127,0,Adventure Comedy Family Fantasy Science Fiction,1649,11.349664,7/19/1991,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bill & Ted's Bogus Journey,5.9,308
2128,20000000,Comedy Drama Romance Thriller,9895,11.203335,10/9/2006,41237648,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Man of the Year,5.8,129
2129,20000000,Adventure Family Science Fiction Action,9570,8.265317,12/18/1979,35841901,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Black Hole,6.1,131
2130,20000000,Crime Drama Thriller,27579,18.632156,8/31/2010,65464324,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The American,5.8,481
2131,20000000,Drama,16052,6.92592,3/21/1997,60000000,127,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Selena,7,114
2132,20000000,Horror Comedy,40264,17.165039,8/18/2010,80547866,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Vampires Suck,4.2,315
2133,25000000,Drama,1164,25.785925,9/8/2006,135330182,143,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Babel,6.9,1055
2134,19800000,Drama Comedy,239678,20.311684,9/10/2014,41296320,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This Is Where I Leave You,6.5,505
2135,20000000,Drama Mystery,14359,20.975165,11/27/2008,50907234,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Doubt,7,435
2136,32000000,Music Adventure Animation Action Comedy,3989,26.509175,10/10/2004,50907422,98,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Team America: World Police,6.6,660
2137,20000000,Horror Thriller,76617,26.497025,1/3/2013,47241945,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Texas Chainsaw 3D,5.3,465
2138,0,Drama Thriller,1710,14.211699,10/27/1995,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Copycat,6.4,194
2139,20000000,Comedy,4258,36.819044,4/11/2013,78378744,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Scary Movie 5,4.6,793
2140,20000000,Drama Action Comedy Western Music,20391,7.902536,10/15/1969,31678778,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Paint Your Wagon,6.2,63
2141,20000000,History Drama,10139,30.909699,11/26/2008,54586584,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Milk,7.1,612
2142,20000000,Action,335778,16.663797,2/19/2016,46069568,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Risen,5.7,295
2143,35000000,Horror Mystery Thriller,9645,27.724913,10/25/2002,68349884,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Ghost Ship,5.3,531
2144,19000000,Comedy,55465,17.971883,11/4/2011,35387212,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Very Harold & Kumar Christmas,6,328
2145,20000000,Crime Drama Mystery,617,25.041992,3/20/1998,67200000,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Wild Things,6.3,444
2146,0,Horror Thriller Mystery,19904,7.924428,10/16/2009,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Stepfather,5.4,167
2147,20000000,Drama Thriller,48289,14.857884,4/11/2010,45636368,113,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",The Debt,6.3,257
2148,30000000,Comedy Drama Romance Music,243,23.982956,3/17/2000,47126295,113,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",High Fidelity,7,628
2149,20000000,Horror Mystery Thriller,6933,12.458131,1/4/2008,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Missed Call,4.7,171
2150,20000000,Drama Thriller,17182,3.996392,1/12/1996,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Eye for an Eye,5.8,63
2151,20000000,Thriller Crime Drama,8848,30.387754,2/28/2008,64822796,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Bank Job,6.6,697
2152,20000000,Science Fiction Drama Romance,38,56.481487,3/19/2004,72258126,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Eternal Sunshine of the Spotless Mind,7.9,3652
2153,20000000,Comedy Romance,38303,19.962713,9/24/2010,32005248,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You Again,6,368
2154,20000000,Action Crime Drama Thriller,1266,18.666876,4/10/2008,65569869,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Street Kings,6.3,363
2155,20000000,Comedy Action Science Fiction,107985,55.964605,7/18/2013,46089287,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The World's End,6.7,1778
2156,0,Action Adventure Crime Family Mystery,14043,5.0348,6/15/2007,0,99,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Nancy Drew,5.8,143
2157,20000000,Fantasy Horror Action Thriller Science Fiction,19901,28.019226,1/6/2009,51416464,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Daybreakers,6,634
2158,20000000,Comedy Romance,34016,16.176976,3/11/2010,49779728,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",She's Out of My League,5.9,525
2159,20000000,Adventure Comedy Romance,59860,17.237143,7/1/2011,17425000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Monte Carlo,6,593
2160,9000000,Horror Thriller,10069,4.34503,3/24/2006,27105095,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Stay Alive,5.3,155
2161,0,Romance Action Adventure Western Drama,9588,11.360997,10/17/1990,0,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Quigley Down Under,6.5,119
2162,20000000,Family Animation,12819,12.300789,9/17/2010,39300000,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Alpha and Omega,5.3,124
2163,20000000,Action Adventure Fantasy Horror Science Fiction,9954,15.804814,9/8/2006,37597471,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Covenant,5.2,288
2164,0,Comedy Drama,10115,9.750557,4/21/2006,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Stick It,6.3,148
2165,40000000,Comedy Family,25132,4.100942,8/21/2009,28972508,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Shorts,5.1,44
2166,20000000,Fantasy Drama Comedy Thriller,577,12.309715,5/20/1995,21284514,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",To Die For,6.7,175
2167,20000000,Mystery Adventure Crime,328387,62.933899,7/27/2016,83707310,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Nerve,7.1,2181
2168,20000000,Drama Western Crime,12690,16.074397,9/12/2008,20211394,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Appaloosa,6.3,299
2169,20000000,Action Drama Fantasy Horror Thriller,9945,17.016284,4/15/1998,0,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Vampires,5.8,255
2170,806948,Drama Horror Thriller,539,93.067866,6/16/1960,32000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Psycho,8.2,2320
2171,20000000,Romance Comedy,13596,17.145287,9/19/2008,36620508,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",My Best Friend's Girl,5.4,220
2172,20000000,Drama Romance,226857,27.256849,2/12/2014,34077920,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Endless Love,6.7,542
2173,20000000,Comedy Drama Romance,13159,7.878177,5/11/2007,0,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Georgia Rule,5.6,130
2174,20000000,Comedy,47941,0.173964,7/31/1981,2297493,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Under the Rainbow,4.9,7
2175,20000000,Adventure Drama Fantasy Romance,526,14.370111,3/27/1985,18432000,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ladyhawke,6.8,260
2176,20000000,Comedy Drama Family,22796,11.090254,9/11/1998,18253415,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Simon Birch,6.5,52
2177,20000000,Drama,2355,20.82778,3/23/2007,22222308,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Reign Over Me,7.1,334
2178,15000000,Adventure Drama,5915,43.644978,9/11/2007,56255142,148,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Into the Wild,7.8,3045
2179,20000000,Comedy Drama Romance,9842,8.244324,9/29/2006,17807569,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",School for Scoundrels,5.6,111
2180,20000000,Thriller Horror Mystery,61012,23.292761,10/10/2012,52302796,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Silent Hill: Revelation 3D,5,432
2181,19000000,Horror Action Thriller Crime,755,64.181668,1/19/1996,25836616,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",From Dusk Till Dawn,6.9,1603
2182,0,Animation Family,13682,9.03154,2/11/2005,0,68,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pooh's Heffalump Movie,6.4,88
2183,0,Comedy Drama Romance,9089,4.031585,11/2/1995,17519169,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Home for the Holidays,6.3,39
2184,20000000,Action Comedy Crime Fantasy,9470,13.658985,2/10/2004,100914445,99,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Kung Fu Hustle,7.2,831
2185,35000000,Adventure Comedy Family,18357,6.908351,7/26/2002,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Country Bears,4.3,20
2186,20000000,Drama,7979,10.446722,10/14/2007,73276047,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ps"", ""name"": ""\u067e\u069a\u062a\u0648""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",The Kite Runner,7.3,394
2187,20000000,Drama Crime Thriller,470,32.243357,9/6/2003,60427839,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",21 Grams,7.2,918
2188,20000000,Action Drama Thriller,15644,9.149089,9/3/2004,16605763,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Paparazzi,5.8,52
2189,20000000,Comedy Romance,9582,5.596835,1/17/2003,17432163,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Guy Thing,5.3,83
2190,0,Drama Comedy Romance Family,10642,5.214408,7/21/2000,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Loser,5,120
2191,20000000,Documentary,22074,10.50098,9/6/2009,17436509,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Capitalism: A Love Story,7,167
2192,20000000,Drama History,2428,3.011205,2/15/1965,15473333,199,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Greatest Story Ever Told,6.5,41
2193,19500000,Crime Drama Mystery,290751,15.012237,10/14/2015,34854990,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Secret in Their Eyes,6.2,336
2194,25000000,Action Comedy,13805,16.238961,8/29/2008,14109284,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Disaster Movie,3,240
2195,20000000,Action Crime Drama Thriller,4597,15.21229,12/4/2009,22942221,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Armored,5.5,208
2196,20000000,Comedy Thriller Crime Action,9414,6.397042,11/14/1997,13801755,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Man Who Knew Too Little,6.5,125
2197,20000000,Comedy Romance,63492,19.220789,9/30/2011,30426096,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What's Your Number?,6.2,671
2198,20000000,Action Thriller Science Fiction,81796,35.232278,4/12/2012,32204030,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lockout,5.8,715
2199,40000000,Comedy,10710,9.842771,4/30/2004,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Envy,4.8,139
2200,20000000,Action Thriller Crime,15092,35.542809,4/16/2009,34560577,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Crank: High Voltage,5.9,861
2201,0,Action Comedy Thriller,11382,7.829295,10/14/1994,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bullets Over Broadway,7,130
2202,20000000,Drama,15005,3.476925,10/13/2006,13391174,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Night with the King,6.1,12
2203,30000000,Drama Action Thriller Romance,8198,5.133744,11/22/2002,27674124,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",The Quiet American,6.4,81
2204,20000000,Comedy Drama,6963,14.031377,10/20/2005,12482775,101,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Weather Man,6,289
2205,20000000,Action Adventure Drama Thriller,15070,17.227376,8/23/2002,12398628,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Undisputed,6.1,139
2206,0,Comedy Fantasy Romance,12797,17.98817,9/19/2008,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Ghost Town,6.4,286
2207,20000000,Action Adventure Drama Thriller,17134,15.66135,3/19/2009,17280326,108,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",12 Rounds,5.7,220
2208,20000000,Drama Horror Mystery,41402,19.705311,10/1/2010,24145613,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Let Me In,6.7,641
2209,0,Adventure Action Comedy Family,18885,2.645722,5/6/1994,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",3 Ninjas Kick Back,4.5,48
2210,0,Drama Comedy,4953,17.662683,1/20/2008,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Be Kind Rewind,6.2,424
2211,0,Comedy Drama,10773,2.894154,9/9/2005,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mrs Henderson Presents,6.4,62
2212,20000000,Action Thriller,146198,29.371987,2/19/2016,12639297,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Triple 9,5.6,797
2213,20000000,Comedy Drama,2639,11.352693,8/26/1997,10686841,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Deconstructing Harry,7.3,187
2214,20000000,Comedy Romance,10563,7.553773,10/22/1999,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Three to Tango,5.4,62
2215,20000000,Drama,295964,30.477114,10/2/2015,36606743,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Burnt,6.3,950
2216,20000000,Comedy Crime Drama,5971,9.927018,12/15/1989,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",We're No Angels,5.6,105
2217,20000000,Music Comedy Romance,9716,12.379781,12/6/1996,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Everyone Says I Love You,6.5,147
2218,20000000,Action Crime Drama Thriller,11835,12.643703,8/31/2007,16974459,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Death Sentence,6.5,297
2219,21000000,Drama,26171,15.440465,12/4/2009,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Everybody's Fine,6.5,284
2220,0,Comedy Family,31117,5.886228,8/27/2004,9109322,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Superbabies: Baby Geniuses 2,1.9,35
2221,0,Action Comedy Crime,9074,6.925645,9/8/2005,12382362,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Man,5.4,133
2222,20000000,Action Comedy Crime,14396,9.36146,1/5/2007,10337477,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Code Name: The Cleaner,4.7,78
2223,20000000,Comedy,15673,6.102663,4/16/2004,11341016,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Connie and Carla,6.4,24
2224,8000000,Comedy Drama Music Romance,42618,0.709143,1/1/1969,20000000,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sweet Charity,6.5,15
2225,20000000,Comedy Romance Crime Drama Mystery,171274,45.742217,12/25/2014,11110975,148,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Inherent Vice,6.5,833
2226,0,Family,24432,1.682839,2/24/2006,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Doogal,3.2,18
2227,20000000,Music Drama,109417,8.237336,9/21/2013,16549477,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Battle of the Year,5.9,88
2228,20000000,Comedy Fantasy,13948,2.605374,10/3/2008,7000000,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",An American Carol,4.1,20
2229,12000000,Action Crime Thriller,106747,29.072964,9/12/2013,15008161,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Machete Kills,5.3,631
2230,22000000,Horror,10929,1.322528,3/14/2003,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Willard,5.8,82
2231,0,Comedy,14220,4.961306,2/1/2008,6575282,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Strange Wilderness,4.7,69
2232,0,Comedy Drama Music,46435,8.628519,9/3/1999,0,160,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Topsy-Turvy,6.7,41
2233,20000000,Comedy Drama War,256962,12.232048,4/23/2015,6420319,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Little Boy,7,185
2234,15000000,Drama Thriller,48231,27.133277,9/30/2011,27462041,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Dangerous Method,6.2,571
2235,8700000,Animation Science Fiction Thriller,3509,26.093043,5/25/2006,7659918,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Scanner Darkly,6.8,532
2236,0,Drama,82684,13.621201,10/25/2012,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Chasing Mavericks,7,216
2237,20000000,Action Fantasy Horror Thriller,12142,9.292987,1/28/2005,10442808,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Alone in the Dark,3.1,173
2238,20000000,Comedy Drama Family Music,23367,7.716606,8/6/2009,5210988,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bandslam,5.4,126
2239,20000000,Drama Mystery Thriller,10740,7.698075,9/8/2004,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Birth,5.9,179
2240,20000000,Crime Drama Thriller,241239,37.629309,12/30/2014,12007070,125,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",A Most Violent Year,6.5,546
2241,0,Drama Romance War History,14582,2.405911,10/17/2008,0,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Passchendaele,6.3,26
2242,0,Drama,14914,3.350297,9/7/2008,0,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Flash of Genius,6.3,59
2243,20000000,Drama Music,3902,13.032308,10/1/2007,4001121,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",I'm Not There.,6.6,195
2244,20000000,Action Thriller,77948,15.131867,4/4/2012,16863583,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Cold Light of Day,4.8,271
2245,20000000,Adventure Comedy Drama Romance,21755,10.218307,9/9/2008,5530764,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",The Brothers Bloom,6.8,203
2246,21000000,Drama,4960,12.761176,10/24/2008,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Synecdoche, New York",7.4,278
2247,26500000,Adventure Fantasy Animation,128,60.732738,7/12/1997,159375308,134,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Princess Mononoke,8.2,1983
2248,0,Comedy Drama Foreign,14652,0.49446,4/16/2003,0,114,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Bon voyage,5.7,20
2249,0,Comedy Music,40932,6.574285,6/20/1980,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Can't Stop the Music,4.9,9
2250,2000000,Action Adventure Crime Drama Thriller,16608,14.617944,10/6/2005,5048693,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Proposition,7.1,218
2251,20000000,Drama,334531,3.102987,11/13/2015,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",My All American,6.8,36
2252,20000000,Comedy,32316,5.65327,8/22/2003,1675706,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Marci X,3.3,12
2253,20000000,Action Science Fiction Thriller,7299,44.566609,12/6/2002,5359645,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Equilibrium,6.9,1552
2254,40000000,Drama War,13405,8.978408,7/3/2008,7400000,125,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Children of Huang Shi,6.5,52
2255,0,Drama Action Thriller Crime,19457,10.150993,4/27/2000,0,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Yards,6,97
2256,0,Family,112937,0.28576,8/29/2012,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Oogieloves in the Big Balloon Adventure,2.2,8
